Load,Time Stamp
13936.1,2017-10-14 00:00:00
13240.7,2017-10-14 01:00:00
12903.399999999998,2017-10-14 02:00:00
12712.300000000001,2017-10-14 03:00:00
12707.800000000001,2017-10-14 04:00:00
12964.4,2017-10-14 05:00:00
13609.699999999999,2017-10-14 06:00:00
14324.0,2017-10-14 07:00:00
15248.5,2017-10-14 08:00:00
16088.3,2017-10-14 09:00:00
16585.1,2017-10-14 10:00:00
16807.8,2017-10-14 11:00:00
16871.6,2017-10-14 12:00:00
16830.2,2017-10-14 13:00:00
16774.3,2017-10-14 14:00:00
16860.5,2017-10-14 15:00:00
17037.2,2017-10-14 16:00:00
17261.0,2017-10-14 17:00:00
17738.2,2017-10-14 18:00:00
17910.5,2017-10-14 19:00:00
17495.7,2017-10-14 20:00:00
16863.9,2017-10-14 21:00:00
16078.5,2017-10-14 22:00:00
15106.1,2017-10-14 23:00:00
