Load,Time Stamp
1675.4,2017-11-02 00:00:00
1584.9,2017-11-02 01:00:00
1531.5,2017-11-02 02:00:00
1511.0,2017-11-02 03:00:00
1542.7,2017-11-02 04:00:00
1656.1,2017-11-02 05:00:00
1896.9,2017-11-02 06:00:00
2087.7,2017-11-02 07:00:00
2131.5,2017-11-02 08:00:00
2137.3,2017-11-02 09:00:00
2156.5,2017-11-02 10:00:00
2187.4,2017-11-02 11:00:00
2161.9,2017-11-02 12:00:00
2150.4,2017-11-02 13:00:00
2188.2,2017-11-02 14:00:00
2245.2,2017-11-02 15:00:00
2315.7,2017-11-02 16:00:00
2389.9,2017-11-02 17:00:00
2558.3,2017-11-02 18:00:00
2516.3,2017-11-02 19:00:00
2424.4,2017-11-02 20:00:00
2287.9,2017-11-02 21:00:00
2078.4,2017-11-02 22:00:00
1865.1,2017-11-02 23:00:00
