Load,Time Stamp
356.0,2017-03-12 00:00:00
339.3,2017-03-12 01:00:00
333.4,2017-03-12 03:00:00
335.0,2017-03-12 04:00:00
343.0,2017-03-12 05:00:00
356.6,2017-03-12 06:00:00
372.6,2017-03-12 07:00:00
384.5,2017-03-12 08:00:00
393.6,2017-03-12 09:00:00
397.0,2017-03-12 10:00:00
394.0,2017-03-12 11:00:00
388.3,2017-03-12 12:00:00
381.1,2017-03-12 13:00:00
376.3,2017-03-12 14:00:00
377.8,2017-03-12 15:00:00
385.6,2017-03-12 16:00:00
393.3,2017-03-12 17:00:00
416.2,2017-03-12 18:00:00
451.1,2017-03-12 19:00:00
450.4,2017-03-12 20:00:00
433.3,2017-03-12 21:00:00
400.1,2017-03-12 22:00:00
365.2,2017-03-12 23:00:00
