Load,Time Stamp
282.1,2017-09-17 00:00:00
262.8,2017-09-17 01:00:00
249.4,2017-09-17 02:00:00
242.7,2017-09-17 03:00:00
237.1,2017-09-17 04:00:00
235.6,2017-09-17 05:00:00
244.8,2017-09-17 06:00:00
259.8,2017-09-17 07:00:00
284.8,2017-09-17 08:00:00
312.8,2017-09-17 09:00:00
331.7,2017-09-17 10:00:00
346.8,2017-09-17 11:00:00
349.9,2017-09-17 12:00:00
354.0,2017-09-17 13:00:00
372.5,2017-09-17 14:00:00
384.2,2017-09-17 15:00:00
397.1,2017-09-17 16:00:00
406.7,2017-09-17 17:00:00
402.2,2017-09-17 18:00:00
407.2,2017-09-17 19:00:00
394.1,2017-09-17 20:00:00
365.5,2017-09-17 21:00:00
327.4,2017-09-17 22:00:00
297.5,2017-09-17 23:00:00
