Load,Time Stamp
243.4,2017-11-02 00:00:00
226.3,2017-11-02 01:00:00
223.7,2017-11-02 02:00:00
220.5,2017-11-02 03:00:00
224.9,2017-11-02 04:00:00
242.6,2017-11-02 05:00:00
285.0,2017-11-02 06:00:00
310.2,2017-11-02 07:00:00
305.1,2017-11-02 08:00:00
299.3,2017-11-02 09:00:00
305.5,2017-11-02 10:00:00
299.1,2017-11-02 11:00:00
293.8,2017-11-02 12:00:00
291.8,2017-11-02 13:00:00
295.2,2017-11-02 14:00:00
298.5,2017-11-02 15:00:00
302.2,2017-11-02 16:00:00
312.9,2017-11-02 17:00:00
347.8,2017-11-02 18:00:00
348.1,2017-11-02 19:00:00
337.0,2017-11-02 20:00:00
316.7,2017-11-02 21:00:00
280.0,2017-11-02 22:00:00
248.8,2017-11-02 23:00:00
