Load,Time Stamp
5013.2,2017-03-06 00:00:00
4831.4,2017-03-06 01:00:00
4722.9,2017-03-06 02:00:00
4671.1,2017-03-06 03:00:00
4734.6,2017-03-06 04:00:00
5015.8,2017-03-06 05:00:00
5518.4,2017-03-06 06:00:00
6032.7,2017-03-06 07:00:00
6327.5,2017-03-06 08:00:00
6510.0,2017-03-06 09:00:00
6557.5,2017-03-06 10:00:00
6553.6,2017-03-06 11:00:00
6521.8,2017-03-06 12:00:00
6480.0,2017-03-06 13:00:00
6432.0,2017-03-06 14:00:00
6448.1,2017-03-06 15:00:00
6541.2,2017-03-06 16:00:00
6651.1,2017-03-06 17:00:00
6650.9,2017-03-06 18:00:00
6534.6,2017-03-06 19:00:00
6316.4,2017-03-06 20:00:00
6047.5,2017-03-06 21:00:00
5659.2,2017-03-06 22:00:00
5220.9,2017-03-06 23:00:00
