Load,Time Stamp
5326.2,2017-03-14 00:00:00
5066.3,2017-03-14 01:00:00
4909.9,2017-03-14 02:00:00
4852.4,2017-03-14 03:00:00
4856.3,2017-03-14 04:00:00
4967.0,2017-03-14 05:00:00
5213.8,2017-03-14 06:00:00
5468.0,2017-03-14 07:00:00
5736.3,2017-03-14 08:00:00
6025.8,2017-03-14 09:00:00
6233.6,2017-03-14 10:00:00
6307.7,2017-03-14 11:00:00
6379.3,2017-03-14 12:00:00
6392.4,2017-03-14 13:00:00
6381.7,2017-03-14 14:00:00
6358.8,2017-03-14 15:00:00
6352.1,2017-03-14 16:00:00
6374.6,2017-03-14 17:00:00
6387.6,2017-03-14 18:00:00
6494.2,2017-03-14 19:00:00
6400.5,2017-03-14 20:00:00
6227.7,2017-03-14 21:00:00
5953.2,2017-03-14 22:00:00
5592.0,2017-03-14 23:00:00
