Load,Time Stamp
1009.9,2017-03-13 00:00:00
988.4,2017-03-13 01:00:00
985.4,2017-03-13 02:00:00
987.3,2017-03-13 03:00:00
1011.2,2017-03-13 04:00:00
1082.9,2017-03-13 05:00:00
1208.5,2017-03-13 06:00:00
1287.1,2017-03-13 07:00:00
1301.6,2017-03-13 08:00:00
1309.3,2017-03-13 09:00:00
1318.0,2017-03-13 10:00:00
1309.8,2017-03-13 11:00:00
1294.4,2017-03-13 12:00:00
1290.6,2017-03-13 13:00:00
1280.0,2017-03-13 14:00:00
1273.4,2017-03-13 15:00:00
1278.7,2017-03-13 16:00:00
1294.3,2017-03-13 17:00:00
1318.4,2017-03-13 18:00:00
1363.4,2017-03-13 19:00:00
1346.3,2017-03-13 20:00:00
1278.8,2017-03-13 21:00:00
1187.3,2017-03-13 22:00:00
1100.9,2017-03-13 23:00:00
