Load,Time Stamp
996.7,2017-07-16 00:00:00
941.3,2017-07-16 01:00:00
903.0,2017-07-16 02:00:00
877.9,2017-07-16 03:00:00
863.1,2017-07-16 04:00:00
859.1,2017-07-16 05:00:00
861.1,2017-07-16 06:00:00
924.0,2017-07-16 07:00:00
1027.0,2017-07-16 08:00:00
1120.6,2017-07-16 09:00:00
1207.0,2017-07-16 10:00:00
1281.3,2017-07-16 11:00:00
1327.6,2017-07-16 12:00:00
1353.3,2017-07-16 13:00:00
1380.8,2017-07-16 14:00:00
1412.2,2017-07-16 15:00:00
1446.2,2017-07-16 16:00:00
1458.6,2017-07-16 17:00:00
1421.8,2017-07-16 18:00:00
1379.5,2017-07-16 19:00:00
1351.3,2017-07-16 20:00:00
1314.8,2017-07-16 21:00:00
1230.6,2017-07-16 22:00:00
1134.3,2017-07-16 23:00:00
