Load,Time Stamp
856.5,2017-08-30 00:00:00
816.8,2017-08-30 01:00:00
794.5,2017-08-30 02:00:00
786.6,2017-08-30 03:00:00
790.5,2017-08-30 04:00:00
835.9,2017-08-30 05:00:00
887.4,2017-08-30 06:00:00
957.3,2017-08-30 07:00:00
1012.0,2017-08-30 08:00:00
1041.7,2017-08-30 09:00:00
1072.0,2017-08-30 10:00:00
1088.1,2017-08-30 11:00:00
1100.4,2017-08-30 12:00:00
1140.0,2017-08-30 13:00:00
1188.7,2017-08-30 14:00:00
1247.5,2017-08-30 15:00:00
1279.8,2017-08-30 16:00:00
1296.2,2017-08-30 17:00:00
1275.4,2017-08-30 18:00:00
1259.5,2017-08-30 19:00:00
1257.5,2017-08-30 20:00:00
1194.4,2017-08-30 21:00:00
1094.2,2017-08-30 22:00:00
983.4,2017-08-30 23:00:00
