Load,Time Stamp
810.7,2017-04-28 00:00:00
773.5,2017-04-28 01:00:00
752.9,2017-04-28 02:00:00
742.7,2017-04-28 03:00:00
753.0,2017-04-28 04:00:00
801.8,2017-04-28 05:00:00
894.6,2017-04-28 06:00:00
966.6,2017-04-28 07:00:00
1006.3,2017-04-28 08:00:00
1023.2,2017-04-28 09:00:00
1046.2,2017-04-28 10:00:00
1072.3,2017-04-28 11:00:00
1093.5,2017-04-28 12:00:00
1133.1,2017-04-28 13:00:00
1156.9,2017-04-28 14:00:00
1190.6,2017-04-28 15:00:00
1229.0,2017-04-28 16:00:00
1235.9,2017-04-28 17:00:00
1216.9,2017-04-28 18:00:00
1204.2,2017-04-28 19:00:00
1231.2,2017-04-28 20:00:00
1184.3,2017-04-28 21:00:00
1074.4,2017-04-28 22:00:00
968.4,2017-04-28 23:00:00
