Load,Time Stamp
529.7,2017-02-06 00:00:00
529.7,2017-02-06 01:00:00
529.0,2017-02-06 02:00:00
532.7,2017-02-06 03:00:00
537.9,2017-02-06 04:00:00
556.8,2017-02-06 05:00:00
587.2,2017-02-06 06:00:00
600.2,2017-02-06 07:00:00
590.4,2017-02-06 08:00:00
586.0,2017-02-06 09:00:00
578.0,2017-02-06 10:00:00
571.7,2017-02-06 11:00:00
572.4,2017-02-06 12:00:00
571.1,2017-02-06 13:00:00
580.7,2017-02-06 14:00:00
577.1,2017-02-06 15:00:00
593.3,2017-02-06 16:00:00
608.0,2017-02-06 17:00:00
613.1,2017-02-06 18:00:00
609.7,2017-02-06 19:00:00
602.0,2017-02-06 20:00:00
576.7,2017-02-06 21:00:00
552.3,2017-02-06 22:00:00
538.9,2017-02-06 23:00:00
