Load,Time Stamp
421.1,2017-05-23 00:00:00
413.9,2017-05-23 01:00:00
411.9,2017-05-23 02:00:00
409.8,2017-05-23 03:00:00
414.3,2017-05-23 04:00:00
429.3,2017-05-23 05:00:00
453.2,2017-05-23 06:00:00
468.3,2017-05-23 07:00:00
447.6,2017-05-23 08:00:00
450.6,2017-05-23 09:00:00
445.8,2017-05-23 10:00:00
444.0,2017-05-23 11:00:00
443.2,2017-05-23 12:00:00
443.5,2017-05-23 13:00:00
447.7,2017-05-23 14:00:00
439.3,2017-05-23 15:00:00
441.4,2017-05-23 16:00:00
444.0,2017-05-23 17:00:00
444.2,2017-05-23 18:00:00
444.5,2017-05-23 19:00:00
449.8,2017-05-23 20:00:00
451.5,2017-05-23 21:00:00
438.1,2017-05-23 22:00:00
421.4,2017-05-23 23:00:00
