Load,Time Stamp
477.5,2017-11-29 00:00:00
470.4,2017-11-29 01:00:00
478.3,2017-11-29 02:00:00
478.9,2017-11-29 03:00:00
467.6,2017-11-29 04:00:00
494.1,2017-11-29 05:00:00
503.8,2017-11-29 06:00:00
505.4,2017-11-29 07:00:00
506.2,2017-11-29 08:00:00
513.7,2017-11-29 09:00:00
532.9,2017-11-29 10:00:00
525.3,2017-11-29 11:00:00
513.1,2017-11-29 12:00:00
502.2,2017-11-29 13:00:00
505.9,2017-11-29 14:00:00
512.7,2017-11-29 15:00:00
529.8,2017-11-29 16:00:00
546.5,2017-11-29 17:00:00
547.0,2017-11-29 18:00:00
548.8,2017-11-29 19:00:00
541.5,2017-11-29 20:00:00
530.2,2017-11-29 21:00:00
514.3,2017-11-29 22:00:00
503.5,2017-11-29 23:00:00
