"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"01/26/2008 00:00:00","EST","CAPITL",61757,1206.2
"01/26/2008 00:00:00","EST","CENTRL",61754,1858.9
"01/26/2008 00:00:00","EST","DUNWOD",61760,578
"01/26/2008 00:00:00","EST","GENESE",61753,1045
"01/26/2008 00:00:00","EST","HUD VL",61758,1141.2
"01/26/2008 00:00:00","EST","LONGIL",61762,2204.5
"01/26/2008 00:00:00","EST","MHK VL",61756,901
"01/26/2008 00:00:00","EST","MILLWD",61759,300.1
"01/26/2008 00:00:00","EST","N.Y.C.",61761,5316.7
"01/26/2008 00:00:00","EST","NORTH",61755,805
"01/26/2008 00:00:00","EST","WEST",61752,1772.9
"01/26/2008 01:00:00","EST","CAPITL",61757,1162.2
"01/26/2008 01:00:00","EST","CENTRL",61754,1798.4
"01/26/2008 01:00:00","EST","DUNWOD",61760,547
"01/26/2008 01:00:00","EST","GENESE",61753,1008.1
"01/26/2008 01:00:00","EST","HUD VL",61758,1083.8
"01/26/2008 01:00:00","EST","LONGIL",61762,2093.2
"01/26/2008 01:00:00","EST","MHK VL",61756,879.6
"01/26/2008 01:00:00","EST","MILLWD",61759,298.1
"01/26/2008 01:00:00","EST","N.Y.C.",61761,5067.7
"01/26/2008 01:00:00","EST","NORTH",61755,798.4
"01/26/2008 01:00:00","EST","WEST",61752,1710.7
"01/26/2008 02:00:00","EST","CAPITL",61757,1133.5
"01/26/2008 02:00:00","EST","CENTRL",61754,1767.6
"01/26/2008 02:00:00","EST","DUNWOD",61760,529.4
"01/26/2008 02:00:00","EST","GENESE",61753,988.2
"01/26/2008 02:00:00","EST","HUD VL",61758,1063.3
"01/26/2008 02:00:00","EST","LONGIL",61762,2028
"01/26/2008 02:00:00","EST","MHK VL",61756,870.1
"01/26/2008 02:00:00","EST","MILLWD",61759,291.2
"01/26/2008 02:00:00","EST","N.Y.C.",61761,4908.8
"01/26/2008 02:00:00","EST","NORTH",61755,790.4
"01/26/2008 02:00:00","EST","WEST",61752,1675.1
"01/26/2008 03:00:00","EST","CAPITL",61757,1127.9
"01/26/2008 03:00:00","EST","CENTRL",61754,1753.8
"01/26/2008 03:00:00","EST","DUNWOD",61760,517.4
"01/26/2008 03:00:00","EST","GENESE",61753,979
"01/26/2008 03:00:00","EST","HUD VL",61758,1044.3
"01/26/2008 03:00:00","EST","LONGIL",61762,1992.9
"01/26/2008 03:00:00","EST","MHK VL",61756,855.5
"01/26/2008 03:00:00","EST","MILLWD",61759,295
"01/26/2008 03:00:00","EST","N.Y.C.",61761,4816.7
"01/26/2008 03:00:00","EST","NORTH",61755,786.5
"01/26/2008 03:00:00","EST","WEST",61752,1658.4
"01/26/2008 04:00:00","EST","CAPITL",61757,1138.6
"01/26/2008 04:00:00","EST","CENTRL",61754,1761.3
"01/26/2008 04:00:00","EST","DUNWOD",61760,514.4
"01/26/2008 04:00:00","EST","GENESE",61753,985.9
"01/26/2008 04:00:00","EST","HUD VL",61758,1053.1
