"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"01/19/2008 00:00:00","EST","CAPITL",61757,1145.3
"01/19/2008 00:00:00","EST","CENTRL",61754,1798.3
"01/19/2008 00:00:00","EST","DUNWOD",61760,502.2
"01/19/2008 00:00:00","EST","GENESE",61753,1006.9
"01/19/2008 00:00:00","EST","HUD VL",61758,1062.4
"01/19/2008 00:00:00","EST","LONGIL",61762,2042.2
"01/19/2008 00:00:00","EST","MHK VL",61756,875.7
"01/19/2008 00:00:00","EST","MILLWD",61759,321
"01/19/2008 00:00:00","EST","N.Y.C.",61761,5060.5
"01/19/2008 00:00:00","EST","NORTH",61755,794.4
"01/19/2008 00:00:00","EST","WEST",61752,1720.9
"01/19/2008 01:00:00","EST","CAPITL",61757,1113.8
"01/19/2008 01:00:00","EST","CENTRL",61754,1763.5
"01/19/2008 01:00:00","EST","DUNWOD",61760,475.7
"01/19/2008 01:00:00","EST","GENESE",61753,973.8
"01/19/2008 01:00:00","EST","HUD VL",61758,1021.6
"01/19/2008 01:00:00","EST","LONGIL",61762,1930
"01/19/2008 01:00:00","EST","MHK VL",61756,843.8
"01/19/2008 01:00:00","EST","MILLWD",61759,306.5
"01/19/2008 01:00:00","EST","N.Y.C.",61761,4807.3
"01/19/2008 01:00:00","EST","NORTH",61755,786.3
"01/19/2008 01:00:00","EST","WEST",61752,1665.1
"01/19/2008 02:00:00","EST","CAPITL",61757,1093.6
"01/19/2008 02:00:00","EST","CENTRL",61754,1742.4
"01/19/2008 02:00:00","EST","DUNWOD",61760,454.8
"01/19/2008 02:00:00","EST","GENESE",61753,960.2
"01/19/2008 02:00:00","EST","HUD VL",61758,995.6
"01/19/2008 02:00:00","EST","LONGIL",61762,1862.6
"01/19/2008 02:00:00","EST","MHK VL",61756,836.5
"01/19/2008 02:00:00","EST","MILLWD",61759,302.7
"01/19/2008 02:00:00","EST","N.Y.C.",61761,4641.7
"01/19/2008 02:00:00","EST","NORTH",61755,780.9
"01/19/2008 02:00:00","EST","WEST",61752,1630
"01/19/2008 03:00:00","EST","CAPITL",61757,1077.2
"01/19/2008 03:00:00","EST","CENTRL",61754,1734.3
"01/19/2008 03:00:00","EST","DUNWOD",61760,443.4
"01/19/2008 03:00:00","EST","GENESE",61753,952.4
"01/19/2008 03:00:00","EST","HUD VL",61758,993
"01/19/2008 03:00:00","EST","LONGIL",61762,1833.2
