Load,Time Stamp
1688.6,2017-07-19 00:00:00
1602.0,2017-07-19 01:00:00
1556.2,2017-07-19 02:00:00
1531.0,2017-07-19 03:00:00
1515.3,2017-07-19 04:00:00
1520.7,2017-07-19 05:00:00
1597.5,2017-07-19 06:00:00
1764.5,2017-07-19 07:00:00
1883.5,2017-07-19 08:00:00
1969.3,2017-07-19 09:00:00
2044.2,2017-07-19 10:00:00
2237.7,2017-07-19 11:00:00
2310.5,2017-07-19 12:00:00
2371.0,2017-07-19 13:00:00
2389.3,2017-07-19 14:00:00
2434.8,2017-07-19 15:00:00
2461.7,2017-07-19 16:00:00
2439.1,2017-07-19 17:00:00
2408.6,2017-07-19 18:00:00
2351.0,2017-07-19 19:00:00
2258.5,2017-07-19 20:00:00
2238.7,2017-07-19 21:00:00
2115.9,2017-07-19 22:00:00
1946.0,2017-07-19 23:00:00
