Load,Time Stamp
1711.6,2017-12-08 00:00:00
1655.0,2017-12-08 01:00:00
1630.5,2017-12-08 02:00:00
1619.3,2017-12-08 03:00:00
1656.9,2017-12-08 04:00:00
1733.4,2017-12-08 05:00:00
1866.7,2017-12-08 06:00:00
1943.1,2017-12-08 07:00:00
1955.3,2017-12-08 08:00:00
1986.8,2017-12-08 09:00:00
2008.1,2017-12-08 10:00:00
1999.2,2017-12-08 11:00:00
1969.2,2017-12-08 12:00:00
1955.1,2017-12-08 13:00:00
1932.5,2017-12-08 14:00:00
1916.5,2017-12-08 15:00:00
1967.8,2017-12-08 16:00:00
2083.3,2017-12-08 17:00:00
2088.6,2017-12-08 18:00:00
2070.8,2017-12-08 19:00:00
2037.4,2017-12-08 20:00:00
1976.6,2017-12-08 21:00:00
1881.1,2017-12-08 22:00:00
1761.6,2017-12-08 23:00:00
