Load,Time Stamp
1619.5,2017-07-23 00:00:00
1550.0,2017-07-23 01:00:00
1500.8,2017-07-23 02:00:00
1474.9,2017-07-23 03:00:00
1469.1,2017-07-23 04:00:00
1460.9,2017-07-23 05:00:00
1485.5,2017-07-23 06:00:00
1560.7,2017-07-23 07:00:00
1655.8,2017-07-23 08:00:00
1752.5,2017-07-23 09:00:00
1839.0,2017-07-23 10:00:00
1899.2,2017-07-23 11:00:00
1959.8,2017-07-23 12:00:00
1983.6,2017-07-23 13:00:00
1981.6,2017-07-23 14:00:00
2001.4,2017-07-23 15:00:00
2026.1,2017-07-23 16:00:00
2046.0,2017-07-23 17:00:00
2040.6,2017-07-23 18:00:00
2005.3,2017-07-23 19:00:00
1997.7,2017-07-23 20:00:00
1973.3,2017-07-23 21:00:00
1865.6,2017-07-23 22:00:00
1745.5,2017-07-23 23:00:00
