Load,Time Stamp
1671.9,2017-09-25 00:00:00
1601.4,2017-09-25 01:00:00
1552.4,2017-09-25 02:00:00
1542.7,2017-09-25 03:00:00
1550.6,2017-09-25 04:00:00
1640.8,2017-09-25 05:00:00
1843.0,2017-09-25 06:00:00
1948.1,2017-09-25 07:00:00
2009.2,2017-09-25 08:00:00
2089.2,2017-09-25 09:00:00
2190.2,2017-09-25 10:00:00
2280.0,2017-09-25 11:00:00
2395.9,2017-09-25 12:00:00
2491.6,2017-09-25 13:00:00
2532.9,2017-09-25 14:00:00
2562.7,2017-09-25 15:00:00
2580.0,2017-09-25 16:00:00
2561.2,2017-09-25 17:00:00
2493.9,2017-09-25 18:00:00
2485.4,2017-09-25 19:00:00
2380.6,2017-09-25 20:00:00
2198.0,2017-09-25 21:00:00
2007.9,2017-09-25 22:00:00
1845.9,2017-09-25 23:00:00
