Load,Time Stamp
869.5,2017-06-13 00:00:00
824.7,2017-06-13 01:00:00
772.5,2017-06-13 02:00:00
747.0,2017-06-13 03:00:00
714.7,2017-06-13 04:00:00
722.5,2017-06-13 05:00:00
815.6,2017-06-13 06:00:00
892.3,2017-06-13 07:00:00
960.7,2017-06-13 08:00:00
1036.0,2017-06-13 09:00:00
1117.4,2017-06-13 10:00:00
1196.9,2017-06-13 11:00:00
1230.1,2017-06-13 12:00:00
1271.6,2017-06-13 13:00:00
1310.5,2017-06-13 14:00:00
1347.9,2017-06-13 15:00:00
1387.8,2017-06-13 16:00:00
1394.6,2017-06-13 17:00:00
1363.3,2017-06-13 18:00:00
1289.7,2017-06-13 19:00:00
1236.0,2017-06-13 20:00:00
1189.1,2017-06-13 21:00:00
1083.0,2017-06-13 22:00:00
995.2,2017-06-13 23:00:00
