Load,Time Stamp
528.6,2017-08-29 00:00:00
505.6,2017-08-29 01:00:00
490.7,2017-08-29 02:00:00
479.1,2017-08-29 03:00:00
481.9,2017-08-29 04:00:00
508.5,2017-08-29 05:00:00
553.7,2017-08-29 06:00:00
602.0,2017-08-29 07:00:00
634.2,2017-08-29 08:00:00
657.3,2017-08-29 09:00:00
675.3,2017-08-29 10:00:00
681.7,2017-08-29 11:00:00
684.8,2017-08-29 12:00:00
691.8,2017-08-29 13:00:00
695.8,2017-08-29 14:00:00
689.7,2017-08-29 15:00:00
687.7,2017-08-29 16:00:00
688.4,2017-08-29 17:00:00
683.9,2017-08-29 18:00:00
682.0,2017-08-29 19:00:00
658.2,2017-08-29 20:00:00
625.7,2017-08-29 21:00:00
580.5,2017-08-29 22:00:00
529.6,2017-08-29 23:00:00
