Load,Time Stamp
487.3,2017-05-07 00:00:00
460.5,2017-05-07 01:00:00
439.9,2017-05-07 02:00:00
429.5,2017-05-07 03:00:00
426.0,2017-05-07 04:00:00
427.4,2017-05-07 05:00:00
432.8,2017-05-07 06:00:00
458.9,2017-05-07 07:00:00
490.7,2017-05-07 08:00:00
520.4,2017-05-07 09:00:00
542.3,2017-05-07 10:00:00
560.6,2017-05-07 11:00:00
569.8,2017-05-07 12:00:00
573.1,2017-05-07 13:00:00
568.6,2017-05-07 14:00:00
567.9,2017-05-07 15:00:00
575.8,2017-05-07 16:00:00
582.1,2017-05-07 17:00:00
591.4,2017-05-07 18:00:00
604.7,2017-05-07 19:00:00
628.0,2017-05-07 20:00:00
606.4,2017-05-07 21:00:00
564.4,2017-05-07 22:00:00
512.6,2017-05-07 23:00:00
