"Time Stamp","Time Zone","Name","PTID","Integrated Load"
"02/24/2003 00:00:00","EST","CAPITL",61757,1157
"02/24/2003 00:00:00","EST","CENTRL",61754,1842
"02/24/2003 00:00:00","EST","DUNWOD",61760,579
"02/24/2003 00:00:00","EST","GENESE",61753,968
"02/24/2003 00:00:00","EST","HUD VL",61758,1057
"02/24/2003 00:00:00","EST","MHK VL",61756,737
"02/24/2003 00:00:00","EST","MILLWD",61759,212
"02/24/2003 00:00:00","EST","N.Y.C._LONGIL",,6718
"02/24/2003 00:00:00","EST","NORTH",61755,792
"02/24/2003 00:00:00","EST","WEST",61752,1657
"02/24/2003 01:00:00","EST","CAPITL",61757,1119
"02/24/2003 01:00:00","EST","CENTRL",61754,1807
"02/24/2003 01:00:00","EST","DUNWOD",61760,548
"02/24/2003 01:00:00","EST","GENESE",61753,930
"02/24/2003 01:00:00","EST","HUD VL",61758,1034
"02/24/2003 01:00:00","EST","MHK VL",61756,730
"02/24/2003 01:00:00","EST","MILLWD",61759,205
"02/24/2003 01:00:00","EST","N.Y.C._LONGIL",,6413
"02/24/2003 01:00:00","EST","NORTH",61755,790
"02/24/2003 01:00:00","EST","WEST",61752,1649
"02/24/2003 02:00:00","EST","CAPITL",61757,1108
"02/24/2003 02:00:00","EST","CENTRL",61754,1813
"02/24/2003 02:00:00","EST","DUNWOD",61760,534
"02/24/2003 02:00:00","EST","GENESE",61753,925
"02/24/2003 02:00:00","EST","HUD VL",61758,1025
"02/24/2003 02:00:00","EST","MHK VL",61756,711
"02/24/2003 02:00:00","EST","MILLWD",61759,207
"02/24/2003 02:00:00","EST","N.Y.C._LONGIL",,6235
"02/24/2003 02:00:00","EST","NORTH",61755,786
"02/24/2003 02:00:00","EST","WEST",61752,1664
"02/24/2003 03:00:00","EST","CAPITL",61757,1077
"02/24/2003 03:00:00","EST","CENTRL",61754,1805
"02/24/2003 03:00:00","EST","DUNWOD",61760,527
"02/24/2003 03:00:00","EST","GENESE",61753,923
"02/24/2003 03:00:00","EST","HUD VL",61758,1018
"02/24/2003 03:00:00","EST","MHK VL",61756,696
"02/24/2003 03:00:00","EST","MILLWD",61759,208
"02/24/2003 03:00:00","EST","N.Y.C._LONGIL",,6147
"02/24/2003 03:00:00","EST","NORTH",61755,790
"02/24/2003 03:00:00","EST","WEST",61752,1674
"02/24/2003 04:00:00","EST","CAPITL",61757,1106
"02/24/2003 04:00:00","EST","CENTRL",61754,1851
"02/24/2003 04:00:00","EST","DUNWOD",61760,538
"02/24/2003 04:00:00","EST","GENESE",61753,955
"02/24/2003 04:00:00","EST","HUD VL",61758,1019
"02/24/2003 04:00:00","EST","MHK VL",61756,707
"02/24/2003 04:00:00","EST","MILLWD",61759,218
"02/24/2003 04:00:00","EST","N.Y.C._LONGIL",,6206
"02/24/2003 04:00:00","EST","NORTH",61755,797
"02/24/2003 04:00:00","EST","WEST",61752,1713
"02/24/2003 05:00:00","EST","CAPITL",61757,1204
"02/24/2003 05:00:00","EST","CAPITL",61757,1374
"02/24/2003 05:00:00","EST","CENTRL",61754,1971
"02/24/2003 05:00:00","EST","CENTRL",61754,2179
"02/24/2003 05:00:00","EST","DUNWOD",61760,573
"02/24/2003 05:00:00","EST","DUNWOD",61760,642
"02/24/2003 05:00:00","EST","GENESE",61753,1040
"02/24/2003 05:00:00","EST","GENESE",61753,1193
"02/24/2003 05:00:00","EST","HUD VL",61758,1078
"02/24/2003 05:00:00","EST","HUD VL",61758,1187
"02/24/2003 05:00:00","EST","MHK VL",61756,781
"02/24/2003 05:00:00","EST","MHK VL",61756,913
"02/24/2003 05:00:00","EST","MILLWD",61759,239
"02/24/2003 05:00:00","EST","MILLWD",61759,287
"02/24/2003 05:00:00","EST","N.Y.C._LONGIL",,6596
"02/24/2003 05:00:00","EST","N.Y.C._LONGIL",,7087
"02/24/2003 05:00:00","EST","NORTH",61755,801
"02/24/2003 05:00:00","EST","NORTH",61755,818
"02/24/2003 05:00:00","EST","WEST",61752,1802
"02/24/2003 05:00:00","EST","WEST",61752,1956
"02/24/2003 06:00:00","EST","CAPITL",61757,1374
"02/24/2003 06:00:00","EST","CENTRL",61754,2179
"02/24/2003 06:00:00","EST","DUNWOD",61760,642
"02/24/2003 06:00:00","EST","GENESE",61753,1193
"02/24/2003 06:00:00","EST","HUD VL",61758,1187
"02/24/2003 06:00:00","EST","MHK VL",61756,913
"02/24/2003 06:00:00","EST","MILLWD",61759,287
"02/24/2003 06:00:00","EST","N.Y.C._LONGIL",,7324
"02/24/2003 06:00:00","EST","NORTH",61755,801
"02/24/2003 06:00:00","EST","WEST",61752,1956
"02/24/2003 07:00:00","EST","CAPITL",61757,1483
"02/24/2003 07:00:00","EST","CENTRL",61754,2285
"02/24/2003 07:00:00","EST","DUNWOD",61760,720
"02/24/2003 07:00:00","EST","GENESE",61753,1266
"02/24/2003 07:00:00","EST","HUD VL",61758,1272
"02/24/2003 07:00:00","EST","MHK VL",61756,992
"02/24/2003 07:00:00","EST","MILLWD",61759,298
"02/24/2003 07:00:00","EST","N.Y.C._LONGIL",,8259
"02/24/2003 07:00:00","EST","NORTH",61755,863
"02/24/2003 07:00:00","EST","WEST",61752,2109
"02/24/2003 08:00:00","EST","CAPITL",61757,1510
"02/24/2003 08:00:00","EST","CENTRL",61754,2299
"02/24/2003 08:00:00","EST","DUNWOD",61760,759
"02/24/2003 08:00:00","EST","GENESE",61753,1295
"02/24/2003 08:00:00","EST","HUD VL",61758,1311
"02/24/2003 08:00:00","EST","MHK VL",61756,995
"02/24/2003 08:00:00","EST","MILLWD",61759,294
"02/24/2003 08:00:00","EST","N.Y.C._LONGIL",,8780
"02/24/2003 08:00:00","EST","NORTH",61755,864
"02/24/2003 08:00:00","EST","WEST",61752,2176
"02/24/2003 09:00:00","EST","CAPITL",61757,1523
"02/24/2003 09:00:00","EST","CENTRL",61754,2296
"02/24/2003 09:00:00","EST","DUNWOD",61760,783
"02/24/2003 09:00:00","EST","GENESE",61753,1302
"02/24/2003 09:00:00","EST","HUD VL",61758,1326
"02/24/2003 09:00:00","EST","MHK VL",61756,978
"02/24/2003 09:00:00","EST","MILLWD",61759,288
"02/24/2003 09:00:00","EST","N.Y.C._LONGIL",,9179
"02/24/2003 09:00:00","EST","NORTH",61755,864
"02/24/2003 09:00:00","EST","WEST",61752,2221
"02/24/2003 10:00:00","EST","CAPITL",61757,1509
"02/24/2003 10:00:00","EST","CENTRL",61754,2286
"02/24/2003 10:00:00","EST","DUNWOD",61760,790
"02/24/2003 10:00:00","EST","GENESE",61753,1300
"02/24/2003 10:00:00","EST","HUD VL",61758,1341
"02/24/2003 10:00:00","EST","MHK VL",61756,981
"02/24/2003 10:00:00","EST","MILLWD",61759,283
"02/24/2003 10:00:00","EST","N.Y.C._LONGIL",,9361
"02/24/2003 10:00:00","EST","NORTH",61755,859
"02/24/2003 10:00:00","EST","WEST",61752,2249
"02/24/2003 11:00:00","EST","CAPITL",61757,1497
"02/24/2003 11:00:00","EST","CENTRL",61754,2275
"02/24/2003 11:00:00","EST","DUNWOD",61760,786
"02/24/2003 11:00:00","EST","GENESE",61753,1301
"02/24/2003 11:00:00","EST","HUD VL",61758,1341
"02/24/2003 11:00:00","EST","MHK VL",61756,971
"02/24/2003 11:00:00","EST","MILLWD",61759,279
"02/24/2003 11:00:00","EST","N.Y.C._LONGIL",,9379
"02/24/2003 11:00:00","EST","NORTH",61755,850
"02/24/2003 11:00:00","EST","WEST",61752,2242
"02/24/2003 12:00:00","EST","CAPITL",61757,1452
"02/24/2003 12:00:00","EST","CENTRL",61754,2239
"02/24/2003 12:00:00","EST","DUNWOD",61760,788
"02/24/2003 12:00:00","EST","GENESE",61753,1287
"02/24/2003 12:00:00","EST","HUD VL",61758,1334
"02/24/2003 12:00:00","EST","MHK VL",61756,954
"02/24/2003 12:00:00","EST","MILLWD",61759,282
"02/24/2003 12:00:00","EST","N.Y.C._LONGIL",,9383
"02/24/2003 12:00:00","EST","NORTH",61755,849
"02/24/2003 12:00:00","EST","WEST",61752,2220
"02/24/2003 13:00:00","EST","CAPITL",61757,1444
"02/24/2003 13:00:00","EST","CENTRL",61754,2232
"02/24/2003 13:00:00","EST","DUNWOD",61760,785
"02/24/2003 13:00:00","EST","GENESE",61753,1273
"02/24/2003 13:00:00","EST","HUD VL",61758,1336
"02/24/2003 13:00:00","EST","MHK VL",61756,950
"02/24/2003 13:00:00","EST","MILLWD",61759,279
"02/24/2003 13:00:00","EST","N.Y.C._LONGIL",,9376
"02/24/2003 13:00:00","EST","NORTH",61755,845
"02/24/2003 13:00:00","EST","WEST",61752,2199
"02/24/2003 14:00:00","EST","CAPITL",61757,1442
"02/24/2003 14:00:00","EST","CENTRL",61754,2235
"02/24/2003 14:00:00","EST","DUNWOD",61760,780
"02/24/2003 14:00:00","EST","GENESE",61753,1262
"02/24/2003 14:00:00","EST","HUD VL",61758,1334
"02/24/2003 14:00:00","EST","MHK VL",61756,945
"02/24/2003 14:00:00","EST","MILLWD",61759,276
"02/24/2003 14:00:00","EST","N.Y.C._LONGIL",,9386
"02/24/2003 14:00:00","EST","NORTH",61755,841
"02/24/2003 14:00:00","EST","WEST",61752,2164
"02/24/2003 15:00:00","EST","CAPITL",61757,1474
"02/24/2003 15:00:00","EST","CENTRL",61754,2212
"02/24/2003 15:00:00","EST","DUNWOD",61760,767
"02/24/2003 15:00:00","EST","GENESE",61753,1243
"02/24/2003 15:00:00","EST","HUD VL",61758,1332
"02/24/2003 15:00:00","EST","MHK VL",61756,936
"02/24/2003 15:00:00","EST","MILLWD",61759,283
"02/24/2003 15:00:00","EST","N.Y.C._LONGIL",,9394
"02/24/2003 15:00:00","EST","NORTH",61755,841
"02/24/2003 15:00:00","EST","WEST",61752,2143
"02/24/2003 16:00:00","EST","CAPITL",61757,1514
"02/24/2003 16:00:00","EST","CENTRL",61754,2216
"02/24/2003 16:00:00","EST","DUNWOD",61760,787
"02/24/2003 16:00:00","EST","GENESE",61753,1262
"02/24/2003 16:00:00","EST","HUD VL",61758,1364
"02/24/2003 16:00:00","EST","MHK VL",61756,964
"02/24/2003 16:00:00","EST","MILLWD",61759,300
"02/24/2003 16:00:00","EST","N.Y.C._LONGIL",,9468
"02/24/2003 16:00:00","EST","NORTH",61755,852
"02/24/2003 16:00:00","EST","WEST",61752,2148
"02/24/2003 17:00:00","EST","CAPITL",61757,1592
"02/24/2003 17:00:00","EST","CENTRL",61754,2314
"02/24/2003 17:00:00","EST","DUNWOD",61760,827
"02/24/2003 17:00:00","EST","GENESE",61753,1325
"02/24/2003 17:00:00","EST","HUD VL",61758,1426
"02/24/2003 17:00:00","EST","MHK VL",61756,1007
"02/24/2003 17:00:00","EST","MILLWD",61759,328
"02/24/2003 17:00:00","EST","N.Y.C._LONGIL",,9729
"02/24/2003 17:00:00","EST","NORTH",61755,863
"02/24/2003 17:00:00","EST","WEST",61752,2182
"02/24/2003 18:00:00","EST","CAPITL",61757,1670
"02/24/2003 18:00:00","EST","CENTRL",61754,2445
"02/24/2003 18:00:00","EST","DUNWOD",61760,865
"02/24/2003 18:00:00","EST","GENESE",61753,1413
"02/24/2003 18:00:00","EST","HUD VL",61758,1517
"02/24/2003 18:00:00","EST","MHK VL",61756,1061
"02/24/2003 18:00:00","EST","MILLWD",61759,362
"02/24/2003 18:00:00","EST","N.Y.C._LONGIL",,9942
"02/24/2003 18:00:00","EST","NORTH",61755,874
"02/24/2003 18:00:00","EST","WEST",61752,2281
"02/24/2003 19:00:00","EST","CAPITL",61757,1643
"02/24/2003 19:00:00","EST","CENTRL",61754,2417
"02/24/2003 19:00:00","EST","DUNWOD",61760,848
"02/24/2003 19:00:00","EST","GENESE",61753,1389
"02/24/2003 19:00:00","EST","HUD VL",61758,1505
"02/24/2003 19:00:00","EST","MHK VL",61756,1050
"02/24/2003 19:00:00","EST","MILLWD",61759,355
"02/24/2003 19:00:00","EST","N.Y.C._LONGIL",,9697
"02/24/2003 19:00:00","EST","NORTH",61755,875
"02/24/2003 19:00:00","EST","WEST",61752,2269
"02/24/2003 20:00:00","EST","CAPITL",61757,1581
"02/24/2003 20:00:00","EST","CENTRL",61754,2356
"02/24/2003 20:00:00","EST","DUNWOD",61760,820
"02/24/2003 20:00:00","EST","GENESE",61753,1343
