Load,Time Stamp
1165.1,2017-10-24 00:00:00
1137.5,2017-10-24 01:00:00
1118.4,2017-10-24 02:00:00
1114.7,2017-10-24 03:00:00
1141.7,2017-10-24 04:00:00
1212.1,2017-10-24 05:00:00
1360.8,2017-10-24 06:00:00
1477.5,2017-10-24 07:00:00
1496.8,2017-10-24 08:00:00
1509.1,2017-10-24 09:00:00
1517.2,2017-10-24 10:00:00
1540.9,2017-10-24 11:00:00
1544.7,2017-10-24 12:00:00
1557.3,2017-10-24 13:00:00
1548.9,2017-10-24 14:00:00
1508.8,2017-10-24 15:00:00
1512.7,2017-10-24 16:00:00
1546.1,2017-10-24 17:00:00
1605.6,2017-10-24 18:00:00
1584.8,2017-10-24 19:00:00
1520.4,2017-10-24 20:00:00
1421.8,2017-10-24 21:00:00
1321.0,2017-10-24 22:00:00
1234.0,2017-10-24 23:00:00
