Load,Time Stamp
960.8,2017-03-02 00:00:00
933.0,2017-03-02 01:00:00
924.7,2017-03-02 02:00:00
927.6,2017-03-02 03:00:00
958.9,2017-03-02 04:00:00
1053.2,2017-03-02 05:00:00
1217.5,2017-03-02 06:00:00
1300.4,2017-03-02 07:00:00
1285.2,2017-03-02 08:00:00
1284.8,2017-03-02 09:00:00
1297.1,2017-03-02 10:00:00
1291.1,2017-03-02 11:00:00
1280.5,2017-03-02 12:00:00
1286.0,2017-03-02 13:00:00
1273.6,2017-03-02 14:00:00
1285.9,2017-03-02 15:00:00
1349.8,2017-03-02 16:00:00
1447.7,2017-03-02 17:00:00
1540.6,2017-03-02 18:00:00
1537.7,2017-03-02 19:00:00
1490.4,2017-03-02 20:00:00
1400.7,2017-03-02 21:00:00
1287.1,2017-03-02 22:00:00
1185.9,2017-03-02 23:00:00
