Load,Time Stamp
764.6,2017-01-26 00:00:00
735.4,2017-01-26 01:00:00
723.7,2017-01-26 02:00:00
720.9,2017-01-26 03:00:00
737.5,2017-01-26 04:00:00
800.1,2017-01-26 05:00:00
925.6,2017-01-26 06:00:00
1002.9,2017-01-26 07:00:00
1012.4,2017-01-26 08:00:00
1026.7,2017-01-26 09:00:00
1026.3,2017-01-26 10:00:00
1019.7,2017-01-26 11:00:00
1021.2,2017-01-26 12:00:00
1019.1,2017-01-26 13:00:00
1020.1,2017-01-26 14:00:00
1020.2,2017-01-26 15:00:00
1052.6,2017-01-26 16:00:00
1112.1,2017-01-26 17:00:00
1127.6,2017-01-26 18:00:00
1115.2,2017-01-26 19:00:00
1085.4,2017-01-26 20:00:00
1010.6,2017-01-26 21:00:00
913.6,2017-01-26 22:00:00
836.8,2017-01-26 23:00:00
