Load,Time Stamp
806.1,2017-01-28 00:00:00
766.2,2017-01-28 01:00:00
746.7,2017-01-28 02:00:00
738.7,2017-01-28 03:00:00
751.1,2017-01-28 04:00:00
773.1,2017-01-28 05:00:00
829.1,2017-01-28 06:00:00
883.9,2017-01-28 07:00:00
938.9,2017-01-28 08:00:00
976.6,2017-01-28 09:00:00
990.2,2017-01-28 10:00:00
990.6,2017-01-28 11:00:00
972.9,2017-01-28 12:00:00
966.0,2017-01-28 13:00:00
953.9,2017-01-28 14:00:00
958.4,2017-01-28 15:00:00
989.1,2017-01-28 16:00:00
1048.0,2017-01-28 17:00:00
1053.3,2017-01-28 18:00:00
1030.3,2017-01-28 19:00:00
990.4,2017-01-28 20:00:00
947.7,2017-01-28 21:00:00
880.5,2017-01-28 22:00:00
822.5,2017-01-28 23:00:00
