Load,Time Stamp
698.5,2017-09-05 00:00:00
668.7,2017-09-05 01:00:00
672.1,2017-09-05 02:00:00
658.2,2017-09-05 03:00:00
674.8,2017-09-05 04:00:00
712.9,2017-09-05 05:00:00
777.4,2017-09-05 06:00:00
862.7,2017-09-05 07:00:00
896.6,2017-09-05 08:00:00
912.1,2017-09-05 09:00:00
941.9,2017-09-05 10:00:00
946.2,2017-09-05 11:00:00
955.0,2017-09-05 12:00:00
972.3,2017-09-05 13:00:00
970.8,2017-09-05 14:00:00
967.0,2017-09-05 15:00:00
966.0,2017-09-05 16:00:00
967.3,2017-09-05 17:00:00
942.6,2017-09-05 18:00:00
920.2,2017-09-05 19:00:00
891.9,2017-09-05 20:00:00
874.1,2017-09-05 21:00:00
811.9,2017-09-05 22:00:00
736.4,2017-09-05 23:00:00
