"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"12/06/2014 00:00",1126,1579,550,925,928,1962,709,277,4872,507,1608,15043
"12/06/2014 01:00",1087,1523,516,891,880,1815,686,271,4607,523,1555,14354
"12/06/2014 02:00",1059,1471,499,872,852,1725,667,263,4424,518,1518,13868
"12/06/2014 03:00",1045,1446,482,856,835,1674,656,255,4322,514,1500,13585
"12/06/2014 04:00",1019,1419,465,830,808,1641,629,231,4241,493,1483,13259
"12/06/2014 05:00",1053,1461,478,875,833,1677,659,251,4263,519,1499,13568
"12/06/2014 06:00",1129,1565,505,935,893,1809,714,271,4451,533,1569,14374
"12/06/2014 07:00",1220,1682,554,1011,962,1946,778,296,4741,550,1655,15395
"12/06/2014 08:00",1283,1740,591,1043,1017,2085,811,312,5049,556,1700,16187
"12/06/2014 09:00",1334,1784,617,1070,1056,2192,840,323,5322,561,1737,16836
"12/06/2014 10:00",1359,1805,636,1084,1085,2256,854,326,5506,563,1761,17235
"12/06/2014 11:00",1362,1805,645,1088,1101,2285,850,328,5600,563,1769,17396
"12/06/2014 12:00",1356,1788,650,1080,1099,2287,840,324,5640,558,1759,17381
"12/06/2014 13:00",1350,1776,651,1078,1089,2283,833,322,5641,558,1765,17346
"12/06/2014 14:00",1346,1762,649,1077,1093,2278,827,322,5622,558,1777,17311
"12/06/2014 15:00",1353,1779,657,1091,1106,2306,834,327,5645,561,1780,17439
"12/06/2014 16:00",1436,1863,695,1142,1175,2483,883,347,5787,575,1838,18224
"12/06/2014 17:00",1536,2001,735,1239,1256,2713,945,373,5999,586,1948,19331
"12/06/2014 18:00",1529,2006,733,1240,1252,2726,943,380,5977,585,1959,19330
"12/06/2014 19:00",1496,1966,722,1216,1227,2657,928,374,5869,580,1937,18972
"12/06/2014 20:00",1461,1930,704,1196,1202,2594,906,366,5739,578,1912,18588
"12/06/2014 21:00",1402,1865,685,1156,1160,2509,870,355,5598,572,1877,18049
"12/06/2014 22:00",1316,1759,646,1083,1083,2343,808,332,5400,558,1808,17136
"12/06/2014 23:00",1207,1624,593,997,990,2116,742,300,5106,543,1707,15925
"12/07/2014 00:00",1121,1544,543,920,904,1935,697,276,4730,514,1609,14793
"12/07/2014 01:00",1076,1488,513,890,854,1823,676,268,4510,533,1563,14194
"12/07/2014 02:00",1048,1440,496,872,828,1754,653,260,4353,533,1525,13762
"12/07/2014 03:00",1033,1409,483,858,811,1715,649,252,4271,526,1511,13518
"12/07/2014 04:00",995,1367,462,816,780,1678,620,227,4197,506,1483,13131
"12/07/2014 05:00",1015,1400,469,846,793,1693,652,245,4165,530,1478,13286
"12/07/2014 06:00",1096,1507,487,898,843,1788,702,261,4271,549,1538,13940
"12/07/2014 07:00",1190,1633,527,969,915,1890,763,280,4492,571,1616,14846
"12/07/2014 08:00",1245,1686,556,995,970,2024,802,294,4771,577,1636,15556
"12/07/2014 09:00",1294,1722,579,1018,1010,2145,832,303,5052,584,1666,16205
"12/07/2014 10:00",1320,1743,600,1033,1038,2218,847,308,5261,586,1686,16640
"12/07/2014 11:00",1326,1749,609,1041,1056,2263,841,308,5378,587,1700,16858
"12/07/2014 12:00",1316,1733,615,1038,1053,2282,829,307,5449,579,1691,16892
"12/07/2014 13:00",1309,1721,617,1043,1048,2292,819,304,5481,577,1699,16910
"12/07/2014 14:00",1307,1709,618,1041,1053,2301,812,304,5491,577,1712,16925
"12/07/2014 15:00",1318,1735,626,1062,1073,2325,821,311,5541,581,1719,17112
"12/07/2014 16:00",1420,1846,674,1121,1158,2532,883,336,5702,597,1784,18053
"12/07/2014 17:00",1552,2043,736,1239,1272,2822,968,374,6002,615,1912,19535
"12/07/2014 18:00",1573,2087,753,1260,1290,2893,980,392,6068,619,1948,19863
"12/07/2014 19:00",1560,2066,757,1254,1278,2859,979,394,6036,619,1951,19753
"12/07/2014 20:00",1521,2021,743,1233,1251,2801,953,389,5955,617,1932,19416
"12/07/2014 21:00",1446,1932,716,1184,1199,2688,902,372,5814,608,1903,18764
"12/07/2014 22:00",1345,1801,663,1102,1110,2483,834,342,5575,589,1834,17678
"12/07/2014 23:00",1231,1652,605,1016,1012,2236,769,307,5249,573,1735,16385
"12/08/2014 00:00",1161,1625,561,946,939,2046,726,285,4908,546,1626,15369
"12/08/2014 01:00",1118,1578,527,913,886,1908,715,275,4649,579,1574,14722
"12/08/2014 02:00",1099,1539,513,900,864,1832,703,269,4490,576,1535,14320
"12/08/2014 03:00",1111,1539,506,909,869,1807,714,270,4422,556,1535,14238
"12/08/2014 04:00",1166,1620,536,958,904,1868,740,294,4501,570,1589,14746
"12/08/2014 05:00",1228,1724,560,1016,943,1973,789,301,4740,590,1657,15521
"12/08/2014 06:00",1377,1924,629,1144,1040,2228,892,341,5275,621,1815,17286
"12/08/2014 07:00",1466,2045,683,1225,1114,2389,954,369,5818,640,1917,18620
"12/08/2014 08:00",1469,2055,697,1228,1141,2461,957,372,6186,637,1937,19140
"12/08/2014 09:00",1486,2069,709,1236,1162,2520,972,374,6437,635,1955,19555
